,time_published,summary,sentiment
180,20220418T163000,"Are investors turning to defensive stocks amid talks of a recession? 
The post 5 Top Defensive Stocks To Watch This Week appeared first on Stock Market News, Quotes, Charts and Financial Information | StockMarket.com.",positive
181,20220418T195400,"It's not easy to beat every quarter for 5 years, especially during a pandemic. These 5 companies are earnings all-stars.",neutral
182,20220418T200941,"Investors are closely watching how inflation hits highly anticipated earnings from American Airlines, United and blue chips like IBM this week.",negative
183,20220419T091649,"Vaidyanathan will take over the new role from July 1, 2022",positive
184,20220419T091700,"Global FMCG firm Procter & Gamble on Tuesday announced the appointment of L V Vaidyanathan as the Chief Executive Officer for its operations in India from July 1, 2022.
Vaidyanathan will take over from Madhusudan Gopalan, who will be taking up a leadership role within P&G as Senior Vice President  G",neutral
185,20220419T112200,"AutoNation, Marriott International and Target have been highlighted in this Analyst Blog.",neutral
186,20220419T114800,A version of this story first appeared in CNN Business' Before the Bell newsletter. Not a subscriber? You can sign up right here. You can listen to an audio version of the newsletter by clicking the same link.,negative
187,20220419T150000,Investors have some big questions heading into this earnings announcement.,neutral
188,20220419T150149,"( Tuesday Market Open )  Equity index futures were mixed in premarket trading as investors deal with a growing list of concerns. The ongoing Russia-Ukraine war, talk of more sanctions, unimpressive earnings, hawkish Fed talk, and rising yields are all weighing on investors.  
Potential Market Movers",neutral
189,20220419T164914,Investors' rising concerns about Fed's battle to temper multi-decade high inflation and rising geopolitical uncertainties drove the stock market to a significant correction earlier this year. And all three major indexes have witnessed declines so far this month.,neutral
190,20220419T172930,"This post contains sponsored advertising content. This content is for informational purposes only and is not intended to be investing advice.
One quarter into 2022, the markets are still experiencing drawbacks.
Cboe Global Markets Inc.  ( BATS: CBOE )  reports a decline in a number of U.S. funds tra",neutral
191,20220419T191500,"Under his leadership, the Indonesian business has transformed to become value-accretive for the parent firm and has overtaken a formidable competitor in the market by turning around the share gap in the last four years, the company said in a statement.",neutral
192,20220419T220845,Stock futures dipped in overnight trading as investors digested disappointing Netflix earnings and looked ahead to a new set of companies reporting Wednesday.,neutral
193,20220420T053121,Asian shares mixed after tech-led rally on Wall Street The Associated Press,negative
194,20220420T053121,Asian shares mixed after tech-led rally on Wall Street The Associated Press,negative
195,20220420T053121,Asian shares mixed after tech-led rally on Wall Street The Associated Press,negative
196,20220420T053121,World shares mostly gain as Shanghai eases pandemic shutdown The Associated Press,negative
197,20220420T053121,World shares mostly gain as Shanghai eases pandemic shutdown The Associated Press,negative
198,20220420T084040,"Companies Reporting Before The Bell
• MarketAxess Holdings  ( NASDAQ:MKTX )  is projected to report quarterly earnings at $1.68 per share on revenue of $186.63 million.
• Rogers Communications  ( NYSE:RCI )  is expected to report quarterly earnings at $0.65 per share on revenue of $2.89 billion.
• N",neutral
199,20220420T084422,"U.S. equity futures traded lower Wednesday morning, following Tuesday's rally led by technology stocks.",negative
200,20220420T090214,"Some of the stocks that may grab investor focus today are:
Wall Street expects  The Procter & Gamble Company  ( NYSE: PG )  to report quarterly earnings at $1.30 per share on revenue of $18.73 billion before the opening bell. Procter & Gamble shares rose 0.6% to $160.30 in pre-market trading.
Netfli",neutral
201,20220420T094700,"U.S. stock futures were struggling for traction, with potential pressure for tech after Netflix shares cratered in late trade on weak results.",negative
202,20220420T101157,"Pre-open movers
U.S. stock futures traded mostly flat in early pre-market trade after the Dow Jones jumped around 500 points in the previous session. Investors are awaiting earnings results from  The Procter & Gamble Company  ( NYSE: PG ) ,  Tesla, Inc.  ( NASDAQ: TSLA )  and  Abbott Laboratories  (",neutral
203,20220420T102005,Style Box ETF report for SPYV,neutral
204,20220420T102732,Consumer goods giant P&G may serve as a bellwether for investors as costs rise shoppers weigh higher price tags.,neutral
205,20220420T110600,"""We delivered another quarter with strong sales growth and made sequential earnings growth progress despite significant and increasing cost headwinds,"" said CEO Jon Moeller.",neutral
206,20220420T110611,P&G: Fiscal Q3 Earnings Snapshot The Associated Press - en Español,neutral
207,20220420T110852,Procter & Gamble quarterly sales beat market expectations Fox Business,neutral
208,20220420T114300,"With real Treasury bond yields turning positive for the first time in two years, investors are now re-assessing their appetite for stocks amid a mixed first quarter earnings season.",neutral
209,20220420T115135,These are the stocks posting the largest moves before the bell.,neutral
210,20220420T121507,"P&G (PG) delivered earnings and revenue surprises of 3.91% and 3.80%, respectively, for the quarter ended March 2022. Do the numbers hold clues to what lies ahead for the stock?",neutral
211,20220420T121849,"Tech-heavy Nasdaq futures were slightly weaker, with S&P500 futures firmer, signalling a mixed start on Wall Street as the earnings season continued, with cleaning and personal healthcare products maker Procter & Gamble raising its full-year sales forecast.",neutral
212,20220420T121900,A version of this story first appeared in CNN Business' Before the Bell newsletter. Not a subscriber? You can sign up right here. You can listen to an audio version of the newsletter by clicking the same link.,negative
213,20220420T121902,A version of this story first appeared in CNN Business' Before the Bell newsletter. Not a subscriber? You can sign up right here. You can listen to an audio version of the newsletter by clicking the same link.,negative
214,20220420T122510,"Procter & Gamble Co  ( NYSE: PG )  reported third-quarter FY22 sales growth of 7.1% year-on-year to $19.38 billion, beating the consensus of $18.73 billion.
Organic sales increased 10%, driven by a 3% increase in shipment volume, 5% from improved pricing, and a 2% increase from geographic and produc",neutral
215,20220420T123237,"Netflix's premarket plunge is weighing on Nasdaq futures, while P&G beat Wall Street estimates as price hikes help offset inflation.",negative
216,20220420T123400,"The logo for Procter & Gamble Co. is displayed on a screen on the floor of the New York Stock Exchange  ( NYSE )  in New York, U.S., June 27, 2018. REUTERS/Brendan McDermid",neutral
217,20220420T131300,P&G Stock Climbs After Beating Profit Estimates and Lifting Its Sales Forecast Barron's,neutral
218,20220420T132232,"In the previous session, Wall Street's main indexes ended up more than 1% higher on positive earnings from companies like Johnson & Johnson and dovish comments on interest rate hikes from two Federal Reserve officials.",neutral
